kills,deaths,assists,goldEarned,goldSpent,csPerMin,kda,visionScore,wardsPlaced,wardsKilled,damageDealtToChampions,totalDamageTaken,totalMinionsKilled,neutralMinionsKilled,turretTakedowns,inhibitorTakedowns,gameDuration,cluster
-0.6144331625072708,0.1344821263806983,0.7155381646464496,-0.5581921093926959,-0.6081179362768687,-0.297128006823462,-0.288078573548901,0.3089872082788686,-0.0619456885327929,-0.1795570001735088,-0.4797182987177479,0.4542851763364189,-1.219462032695242,1.3007324373867846,-0.5334479388140244,-0.620033480587287,-0.1671826517876232,4
-0.1958275251155196,-1.362854530397261,0.5463666273479858,-0.2897440183533003,-0.2529703092278089,0.2630070376669192,3.008755255788082,-0.382665608450251,-0.5109171095412188,-0.5366123852319128,-0.4630079062359118,0.4058884809893764,-1.3072326552380975,1.7799157226771278,0.8993806803233869,1.9303545647269555,-0.4871056447550193,7
-1.2423416185948974,-1.0633871990416692,-1.314520282935117,-2.393913961055625,-2.284165509543484,-1.932247080475472,-0.8986033567594535,-1.1237221978028793,-1.1843742410538578,-0.8936677702903169,-1.50634935473064,-1.6267072341475095,-1.3730606221452395,-0.5201640467165192,-1.011057478526495,-0.620033480587287,-2.7832618094703814,6
-0.4051303438113952,-0.1649852049748935,-0.8070056710397254,-0.3768147828323855,-0.2405089889804735,0.615408874404223,-0.5567094781615441,-0.1850505179562168,-0.6231599647933254,0.5345537699432993,-0.3254572956321517,-0.5031704203804439,0.645663696340442,-0.5201640467165192,-1.011057478526495,-0.620033480587287,-0.2825979087442155,1
0.2227781122762314,-0.4644525363304854,0.038852015452594,0.6528392159521427,0.8062419117957027,1.353996890000572,0.0171838180563751,-0.6296844715677938,-0.5109171095412188,0.5345537699432993,-0.2398621411291221,-0.6359175130305863,1.3368573488654307,-0.4243273896584505,0.8993806803233869,-0.620033480587287,-0.0153204715815807,7
-0.1958275251155196,0.4339494577362902,0.8847097019449135,1.319014981855836,1.124005578102756,0.7012950646021711,-0.2706350083143136,-0.3332618358267425,-0.1741885437848994,0.8916091550017032,0.4886088114742398,-0.3703578382914017,1.4904559383154283,-0.3444635087767266,-0.055838399101554,1.9303545647269555,1.0679630805548554,2
-0.8237359812031464,1.032884120447474,-0.6378341337412615,-0.4906579984393889,-0.4772740736798466,0.2887148020271443,-0.7357967479033061,-0.5308769263207767,-0.6231599647933254,0.1774983848848952,-0.94425261548355,-0.5371594391695036,0.3494378452583039,-0.5201640467165192,-1.011057478526495,-0.620033480587287,-0.3838393622149104,1
0.432080930972107,0.7334167890918821,0.038852015452594,0.3875266372070077,0.2828664614076145,0.6519712652963073,-0.4101835301910115,0.5066022987729029,-0.3986742542891123,3.3909968504105312,0.3863032644893742,-0.0459886474200869,0.8760615805154383,-0.2007085231896237,0.4217711406109164,-0.620033480587287,0.3612977353294045,2
-0.1958275251155196,-0.4644525363304854,-0.4686625964427976,0.0242895975795775,-0.3651221914538278,0.7905214866437629,-0.288078573548901,0.2101796630318515,-0.8476456752975383,2.319830695235319,-0.5026312386273398,-0.9610070877298004,0.4810937790725875,-0.45627294201114,2.809818839173269,0.6551605420698343,-0.6430174830998896,7
0.6413837496679826,-0.1649852049748935,-0.2994910591443337,0.6907065567366756,0.1956372196762665,1.0035657548876384,-0.1659736169067905,-0.6296844715677938,-0.5109171095412188,-0.1795570001735088,0.2733439301580104,-0.5210490372001227,0.9089755639690092,-0.3284907326003818,1.854599759748328,3.2055485873840763,-0.130735728538173,7
