kills,deaths,assists,goldEarned,goldSpent,csPerMin,kda,visionScore,wardsPlaced,wardsKilled,damageDealtToChampions,totalDamageTaken,totalMinionsKilled,neutralMinionsKilled,turretTakedowns,inhibitorTakedowns,gameDuration
-0.6144331625072708,0.13448212638069834,0.7155381646464496,-0.5581921093926959,-0.6081179362768687,-0.297128006823462,-0.28807857354890104,0.30898720827886866,-0.06194568853279292,-0.1795570001735088,-0.47971829871774796,0.45428517633641896,-1.2194620326952421,1.3007324373867846,-0.5334479388140244,-0.620033480587287,-0.16718265178762323
-0.19582752511551965,-1.362854530397261,0.5463666273479858,-0.2897440183533003,-0.2529703092278089,0.2630070376669192,3.008755255788082,-0.38266560845025105,-0.5109171095412188,-0.5366123852319128,-0.46300790623591187,0.4058884809893764,-1.3072326552380977,1.7799157226771278,0.8993806803233869,1.9303545647269555,-0.48710564475501933
-1.2423416185948974,-1.0633871990416692,-1.314520282935117,-2.393913961055625,-2.284165509543484,-1.9322470804754717,-0.8986033567594535,-1.1237221978028793,-1.1843742410538578,-0.8936677702903169,-1.50634935473064,-1.6267072341475097,-1.3730606221452395,-0.5201640467165192,-1.011057478526495,-0.620033480587287,-2.7832618094703814
-0.40513034381139523,-0.16498520497489355,-0.8070056710397254,-0.3768147828323855,-0.2405089889804735,0.615408874404223,-0.5567094781615441,-0.18505051795621685,-0.6231599647933254,0.5345537699432993,-0.3254572956321517,-0.5031704203804439,0.645663696340442,-0.5201640467165192,-1.011057478526495,-0.620033480587287,-0.2825979087442155
0.22277811227623148,-0.46445253633048544,0.038852015452594056,0.6528392159521427,0.8062419117957027,1.353996890000572,0.017183818056375193,-0.6296844715677938,-0.5109171095412188,0.5345537699432993,-0.23986214112912219,-0.6359175130305863,1.3368573488654307,-0.4243273896584505,0.8993806803233869,-0.620033480587287,-0.015320471581580768
-0.19582752511551965,0.43394945773629023,0.8847097019449135,1.319014981855836,1.124005578102756,0.7012950646021711,-0.27063500831431364,-0.3332618358267425,-0.1741885437848994,0.8916091550017032,0.48860881147423985,-0.3703578382914017,1.4904559383154283,-0.34446350877672666,-0.055838399101554,1.9303545647269555,1.0679630805548554
-0.8237359812031464,1.032884120447474,-0.6378341337412615,-0.4906579984393889,-0.47727407367984664,0.2887148020271443,-0.7357967479033061,-0.5308769263207767,-0.6231599647933254,0.17749838488489522,-0.9442526154835501,-0.5371594391695036,0.3494378452583039,-0.5201640467165192,-1.011057478526495,-0.620033480587287,-0.38383936221491044
0.43208093097210704,0.7334167890918821,0.038852015452594056,0.38752663720700775,0.28286646140761457,0.6519712652963073,-0.4101835301910115,0.5066022987729029,-0.39867425428911235,3.3909968504105312,0.38630326448937424,-0.045988647420086924,0.8760615805154383,-0.20070852318962373,0.4217711406109164,-0.620033480587287,0.3612977353294045
-0.19582752511551965,-0.46445253633048544,-0.4686625964427976,0.024289597579577556,-0.3651221914538278,0.7905214866437629,-0.28807857354890104,0.21017966303185157,-0.8476456752975383,2.319830695235319,-0.5026312386273398,-0.9610070877298003,0.4810937790725875,-0.45627294201114005,2.809818839173269,0.6551605420698343,-0.6430174830998896
0.6413837496679826,-0.16498520497489355,-0.2994910591443337,0.6907065567366756,0.19563721967626657,1.0035657548876384,-0.16597361690679055,-0.6296844715677938,-0.5109171095412188,-0.1795570001735088,0.27334393015801045,-0.5210490372001227,0.9089755639690091,-0.32849073260038186,1.8545997597483277,3.2055485873840763,-0.13073572853817303
